record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0001793,07/04/2025,sch_0307,1,223,205,na,Clerk
ATT0013719,25/11/2025,SCH0412,5,160,135,False,Clerk
ATT0015115,01-18-2026,sch_0097,3,182,200,True,
ATT0003798,2025-07-10,SCH-0402,8,268,244,True,Class Teacher
ATT0003369,10.07.2025,SCH0462,8,82,55,Nahi hai,
ATT0011560,2025/06/29,SCH0352,V,227,227,True,Class Teacher
ATT0007197,2026-02-09,S0479,8,298,273,na,Headmaster
ATT0011642,16.09.2025,SCH0245,1,104,92,True,Class Teacher
ATT0008796,16-Nov-2025,SCH0474,4,80,70,True,
ATT0016616,07-15-2025,SCH0261,2,258,170,True,Clerk
ATT0000127,24-Mar-2026,S0018,I,299,186,True,
ATT0005960,07-19-2025,SCH-0554,9,175,161,False,Clerk
ATT0013636,10-13-2025,SCH-0084,2,200,215,True,Clerk
ATT0015344,15-Aug-2025,SCH0070,10,262,236,Yes,Class Teacher
ATT0004452,07-06-2025,SCH-0272,2,112,123,True,
ATT0007148,13.09.2025,SCH-0303,II,113,86,False,Headmaster
ATT0000828,11/12/2025,SCH-0106,3,41,26,True,Headmaster
ATT0005818,2025/05/29,sch_0287,6,277,193,True,Class Teacher
ATT0017369,2025-09-19,0069,V,41,41,True,Admin
ATT0011474,13.05.2025,SCH0544,10,137,104,True,Admin
ATT0007784,08-Sep-2025,sch_0427,II,199,131,True,Admin
ATT0010381,2025/06/19,S0217,II,94,94,True,Class Teacher
ATT0000804,30-Sep-2025,0453,III,220,146,Working,Headmaster
ATT0002444,27-Sep-2025,sch_0269,6,109,94,Functional,HM
ATT0010542,2025-09-04,sch0489,5,170,109,True,Headmaster
ATT0016730,2025-08-26,sch_0274,1,123,113,True,HM
ATT0000815,22-Apr-2025,SCH-0052,IV,224,168,Y,Headmaster
ATT0013000,18.12.2025,sch0590,7,242,177,True,
ATT0011398,19/08/2025,sch0176,1,252,192,True,Clerk
ATT0019865,09-17-2025,SCH0303,6,197,190,Yes,Headmaster
ATT0000140,2025-04-21,SCH0044,IV,222,216,Available,Clerk
ATT0014154,10-09-2025,SCH-0086,7,57,44,Working,HM
ATT0012299,29/06/2025,SCH0023,1,113,126,Working,HM
ATT0005780,10-05-2025,SCH0223,2,60,60,True,Clerk
ATT0002117,03-Jan-2026,SCH0449,10,231,186,haan,Admin
ATT0000794,08-Oct-2025,sch0304,II,41,26,True,HM
ATT0010148,2026-02-20,SCH0034,7,120,80,Yes,Admin
ATT0006899,2025-07-01,sch0261,5,141,88,,Admin
ATT0002675,2025-04-02,sch_0347,IV,158,115,Y,HM
ATT0016479,2025-08-31,SCH0594,8,299,252,False,Headmaster
ATT0015771,2026-02-19,sch_0167,III,142,135,Functional,
ATT0003757,10/11/2025,sch_0198,7,212,136,Y,Class Teacher
ATT0002892,08-14-2025,S0453,4,40,34,haan,Clerk
ATT0018756,19.12.2025,SCH0406,III,171,118,Nahi,Headmaster
ATT0014383,17.03.2026,SCH0418,III,65,44,True,Clerk
ATT0003229,2025-07-05,SCH0036,8,67,51,Haan,
ATT0007864,24/12/2025,S0114,7,272,220,Y,Headmaster
ATT0006360,2025-11-06,SCH-0340,2,144,114,False,
ATT0002042,10-23-2025,SCH0469,6,233,162,Y,Admin
ATT0013430,06-11-2025,SCH0014,2,78,68,True,Clerk
ATT0011105,2026/03/18,SCH-0148,9,58,46,True,Headmaster
ATT0018250,2026/03/15,SCH0330,4,49,45,True,Admin
ATT0013947,2025/08/09,sch_0307,III,150,134,True,Clerk
ATT0004613,2026-03-06,SCH0001,10,291,190,True,Class Teacher
ATT0019030,05.08.2025,sch0047,7,116,127,Hai,Admin
ATT0002244,2025/06/20,sch0370,5,173,169,True,Admin
ATT0005374,2025-08-27,sch_0348,IV,134,93,True,
ATT0002337,30.08.2025,0199,IV,116,112,1,Clerk
ATT0017335,09/06/2025,SCH-0210,9,52,52,Available,Class Teacher
ATT0011261,2025-09-28,SCH0057,5,118,81,Available,Admin
ATT0001121,23.09.2025,SCH-0527,8,259,182,True,HM
ATT0010790,16.01.2026,sch0525,9,135,121,H,Headmaster
ATT0018589,2025-04-11,SCH0073,2,269,252,Yes,HM
ATT0000420,09-18-2025,sch_0239,II,188,153,True,Class Teacher
ATT0000923,12-16-2025,0152,V,270,217,True,
ATT0009447,10-15-2025,sch_0031,9,89,81,True,Admin
ATT0005409,2025/12/25,0483,4,119,85,Functional,Admin
ATT0005789,23.02.2026,SCH-0062,4,173,133,,
ATT0015375,26.01.2026,SCH0565,6,106,90,True,Admin
ATT0017587,08/11/2025,SCH0281,1,199,143,H,Headmaster
ATT0008390,05-Jan-2026,SCH0354,III,296,284,False,Class Teacher
ATT0001971,03-07-2026,SCH0294,I,66,58,True,Class Teacher
ATT0011303,2025/07/11,SCH-0202,9,256,233,Yes,Admin
ATT0004019,02/06/2025,0198,4,50,34,0,Class Teacher
ATT0003688,07-23-2025,SCH0085,8,185,140,True,Headmaster
ATT0018382,08-Jan-2026,SCH-0510,1,144,128,True,Class Teacher
ATT0012791,29-Oct-2025,SCH0475,V,184,126,True,Class Teacher
ATT0011247,2025/08/25,SCH0305,8,114,73,True,Class Teacher
ATT0001249,15/04/2025,SCH0475,2,283,283,haan,Admin
ATT0002193,2025-12-01,SCH0353,2,281,221,Haan,
ATT0019097,13.04.2025,S0122,2,162,126,True,Headmaster
ATT0009185,2025-10-14,SCH0474,II,238,191,False,HM
ATT0018575,2025/06/18,SCH-0581,6,203,156,True,HM
ATT0004671,10/06/2025,SCH0503,8,146,152,,Clerk
ATT0005985,2025/06/27,sch_0337,9,121,81,True,
ATT0006566,2025-12-27,SCH0389,8,184,134,Nahi,
ATT0007805,2026/01/13,SCH0586,8,281,200,haan,Clerk
ATT0011955,07-11-2025,S0381,II,230,139,True,Clerk
ATT0006944,23/08/2025,SCH0284,7,170,126,True,Class Teacher
ATT0009511,07-Feb-2026,SCH0557,2,140,107,True,Admin
ATT0010536,22-Nov-2025,SCH-0006,3,77,59,True,HM
ATT0018521,07/05/2025,S0482,4,165,146,True,Clerk
ATT0017450,2025/08/07,SCH0468,2,116,88,True,Class Teacher
ATT0014061,2025-10-15,sch_0253,3,77,71,haan,HM
ATT0016985,2025/11/03,SCH0509,7,81,65,Not Available,Clerk
ATT0007578,14-Dec-2025,sch_0140,3,146,118,True,Class Teacher
ATT0000078,09.07.2025,SCH0271,8,153,136,True,Clerk
ATT0019283,02.02.2026,sch0218,1,161,102,True,Clerk
ATT0015525,01-Oct-2025,sch0568,IV,61,57,Nahi hai,Clerk
ATT0009065,18.09.2025,SCH-0460,2,163,113,,
ATT0008008,2025-12-29,sch_0119,4,158,116,,
ATT0005952,2025/07/13,S0053,6,46,41,True,Clerk
ATT0011158,11-18-2025,sch_0545,3,168,109,True,Admin
ATT0003392,2026/01/02,SCH0403,III,98,62,True,Clerk
ATT0005416,2025/08/18,SCH-0048,V,98,72,,
ATT0018945,17/09/2025,0393,2,261,261,True,HM
ATT0008163,2025-04-01,SCH0284,1,221,215,Hai,HM
ATT0019020,2025-07-08,SCH-0046,5,145,96,True,
ATT0005257,21-Mar-2026,SCH0025,6,294,183,True,Clerk
ATT0003531,24.06.2025,sch0340,III,243,148,H,HM
ATT0008568,01-11-2026,SCH-0013,8,147,133,True,Clerk
ATT0001909,2025/07/03,SCH0151,4,129,102,True,Class Teacher
ATT0010743,10-May-2025,SCH0081,III,83,79,H,Clerk
ATT0000236,2025/11/23,SCH0459,3,60,42,Not Available,HM
ATT0012220,02-04-2026,SCH0132,2,55,45,No,Class Teacher
ATT0017989,2025/07/10,SCH0528,III,163,158,True,Admin
ATT0007985,03-06-2026,SCH0452,2,90,56,False,Clerk
ATT0009311,2025-04-30,0289,9,241,147,Available,HM
ATT0003491,2025/04/20,0268,10,215,140,True,Clerk
ATT0014232,07.11.2025,SCH0044,V,107,127,1,HM
ATT0018379,2025-11-12,SCH0243,10,271,247,N,
ATT0019209,01/04/2025,SCH0099,I,269,258,True,Headmaster
ATT0015305,2026-03-27,sch_0483,3,145,100,No,
ATT0010569,08-27-2025,SCH0506,7,118,102,False,Class Teacher
ATT0001343,2026/02/13,SCH0406,7,107,71,True,Clerk
ATT0008513,2025/04/24,sch0325,V,130,120,True,Clerk
ATT0001620,01/05/2025,sch_0340,1,64,43,Functional,Clerk
ATT0005288,10-24-2025,SCH0437,9,108,120,Broken,Admin
ATT0018445,09-13-2025,sch_0144,1,193,181,True,Clerk
ATT0007042,2025-05-31,S0568,10,254,188,True,HM
ATT0002220,09-20-2025,SCH-0124,7,157,127,Working,Admin
ATT0009866,17.04.2025,SCH0056,10,216,151,Y,Admin
ATT0016645,2026-01-28,SCH0480,I,62,46,True,HM
ATT0017021,06-15-2025,SCH0373,9,173,156,True,Clerk
ATT0012978,07-19-2025,SCH-0248,III,45,33,True,Clerk
ATT0014595,2025-11-08,SCH0421,2,210,175,False,Class Teacher
ATT0018411,2025-07-21,sch_0543,10,250,238,Functional,Clerk
ATT0006989,2025/11/30,S0179,6,297,232,True,Headmaster
ATT0001918,03/03/2026,SCH0421,1,261,279,True,Clerk
ATT0001829,13/08/2025,SCH0182,1,139,105,True,Admin
ATT0009766,2025/07/21,SCH0002,IV,198,129,H,Headmaster
ATT0012608,16.11.2025,SCH-0204,9,150,106,Y,
ATT0012942,2025/07/29,sch0223,4,43,37,Haan,
ATT0006234,2026-03-21,SCH-0448,III,257,248,True,Admin
ATT0006704,01-20-2026,SCH-0304,9,75,57,1,HM
ATT0006284,20-Jul-2025,SCH0047,IV,281,178,N,Class Teacher
ATT0004209,01-30-2026,SCH0226,I,274,203,True,Headmaster
ATT0012820,06/08/2025,sch0465,1,53,37,True,Admin
ATT0016609,20/06/2025,SCH-0185,7,261,217,Yes,Clerk
,03.08.2025,sch_0510,1,272,166,True,Headmaster
ATT0006470,15/03/2026,S0223,V,248,164,,Headmaster
ATT0013747,06-18-2025,SCH0496,V,262,196,True,Headmaster
ATT0015386,06-05-2025,0098,7,215,152,True,
ATT0013704,21.11.2025,sch_0384,I,242,195,True,Class Teacher
ATT0010955,09-23-2025,SCH0368,IV,108,68,True,HM
ATT0000847,02-25-2026,SCH-0226,V,189,189,Y,Headmaster
ATT0005561,20-Sep-2025,SCH0078,III,79,53,True,Headmaster
ATT0013235,26/05/2025,SCH0580,2,182,173,True,Admin
ATT0014310,2025-12-25,SCH0424,1,205,189,H,Clerk
ATT0018936,07-17-2025,SCH-0565,8,73,57,True,Admin
ATT0013918,08-11-2025,sch0284,1,57,38,H,HM
ATT0000118,2025/11/24,sch_0518,3,263,199,0,
,05/12/2025,SCH0144,1,125,81,Y,
ATT0014044,17.06.2025,sch0435,III,173,167,Functional,Headmaster
ATT0008660,23.10.2025,SCH-0539,2,101,107,haan,Clerk
ATT0016390,16/11/2025,sch_0070,5,167,121,False,Headmaster
ATT0005343,06-26-2025,SCH0186,1,243,211,Haan,Clerk
ATT0009112,2025-10-16,sch_0367,V,263,242,True,Headmaster
ATT0010788,2026/02/10,SCH0139,9,204,172,True,Headmaster
ATT0004325,2025-12-16,SCH0294,I,195,162,Functional,Clerk
ATT0017448,15/04/2025,sch0013,IV,215,151,Under Repair,Headmaster
ATT0002591,2025-06-12,SCH-0578,2,154,131,Yes,Class Teacher
ATT0013047,2025-10-26,SCH-0453,10,65,62,Y,
ATT0013919,23.02.2026,SCH0041,1,111,73,True,
ATT0010590,2025-07-15,SCH0276,II,229,192,True,Admin
ATT0019902,2025/07/04,SCH0486,2,244,191,1,Clerk
ATT0011614,07-20-2025,SCH-0424,2,170,111,1,Clerk
ATT0006768,24/12/2025,SCH0567,III,78,69,Hai,
ATT0005623,23.01.2026,SCH0560,5,293,224,False,HM
ATT0001606,07/12/2025,SCH0124,5,240,240,True,HM
ATT0018118,2025-06-19,S0285,V,190,185,H,Headmaster
ATT0007278,11-06-2025,sch_0425,10,254,243,True,Class Teacher
ATT0003813,27.11.2025,SCH0348,10,164,151,True,
ATT0014278,2025-10-06,S0243,9,102,87,True,
,12-Apr-2025,S0265,10,200,131,,Admin
ATT0010555,2026/02/02,sch_0370,1,224,206,True,Headmaster
ATT0010168,07-09-2025,SCH-0571,I,47,43,Haan,Admin
ATT0001762,2025/11/26,sch_0199,4,81,58,Yes,Headmaster
ATT0015680,25/01/2026,SCH0003,I,289,289,haan,
ATT0019124,07-Jan-2026,S0522,3,269,185,True,Admin
ATT0002473,2025/08/01,S0392,II,274,209,False,Clerk
ATT0015914,2025-07-09,sch0028,2,261,201,True,Clerk
ATT0006739,23/11/2025,SCH-0257,2,144,110,haan,
ATT0015729,03/02/2026,SCH0309,5,164,115,False,Class Teacher
ATT0012200,28/07/2025,sch0292,I,46,27,Haan,Class Teacher
ATT0007944,12/09/2025,SCH0421,1,225,198,1,Class Teacher
ATT0012911,2025-09-21,SCH0488,2,258,258,True,
ATT0014370,2025-04-26,SCH0168,6,255,224,Available,Clerk
ATT0006372,2025/10/28,SCH-0461,9,279,179,Y,
ATT0016617,07/12/2025,SCH0300,IV,288,281,Haan,Headmaster
ATT0008259,18-Sep-2025,SCH0540,II,213,200,False,Headmaster
ATT0007562,13.02.2026,SCH0255,I,288,229,True,Clerk
ATT0009796,2026/01/21,SCH0227,II,90,79,haan,Clerk
ATT0006169,04/04/2025,S0434,I,121,134,True,Admin
ATT0011476,01-15-2026,sch0422,7,130,106,True,HM
ATT0003597,19-Nov-2025,sch0542,I,117,107,True,Class Teacher
ATT0006289,21/12/2025,SCH0456,5,52,32,Under Repair,Admin
ATT0004633,31-Jul-2025,S0098,6,91,57,Haan,Admin
ATT0015148,05-Jun-2025,SCH-0023,7,172,163,1,HM
ATT0016510,2025-10-27,sch_0403,II,129,119,1,
ATT0006230,30/10/2025,sch0162,III,176,153,Nahi hai,Clerk
ATT0017681,2025-12-27,sch_0513,7,265,234,Haan,
ATT0018361,2026-03-31,SCH0190,8,222,160,haan,HM
ATT0002128,07-28-2025,0035,10,228,193,False,Class Teacher
ATT0010268,07-20-2025,sch_0438,IV,298,279,Working,
ATT0012773,2025-05-20,SCH0298,9,125,89,True,HM
,21.03.2026,S0554,8,205,126,Available,Clerk
ATT0008153,2026-01-07,sch_0392,III,70,88,haan,Admin
ATT0013504,2026-03-17,SCH0260,1,57,34,True,Class Teacher
ATT0003087,01-20-2026,sch_0440,IV,130,139,,Clerk
ATT0001907,2025/08/24,sch_0118,8,167,167,True,Clerk
ATT0006883,04.12.2025,0031,4,181,159,Yes,
ATT0007674,21-Dec-2025,SCH0090,IV,276,218,1,Headmaster
ATT0019730,10-03-2025,SCH-0405,2,234,153,Yes,Clerk
ATT0008173,2026-03-31,S0239,9,118,100,na,Class Teacher
ATT0003948,02.03.2026,SCH0347,7,196,153,True,Clerk
ATT0005871,24.08.2025,SCH0424,II,211,181,Y,Class Teacher
ATT0019182,30.06.2025,SCH-0465,9,205,199,True,Clerk
ATT0017303,25/11/2025,SCH-0066,V,164,108,True,Class Teacher
ATT0018031,01-01-2026,sch_0269,V,96,60,True,Headmaster
ATT0005123,14-Mar-2026,S0278,8,44,44,H,Headmaster
ATT0005127,29-Nov-2025,SCH0104,III,267,187,1,HM
ATT0013624,2025/09/02,SCH0265,9,257,159,True,Class Teacher
ATT0015035,04/11/2025,SCH0437,I,262,184,True,Class Teacher
ATT0004622,2025/12/11,S0426,1,171,115,,Headmaster
ATT0006810,12/06/2025,sch0391,4,265,192,True,Headmaster
ATT0016749,2026-02-18,SCH-0367,4,82,54,True,Headmaster
ATT0015746,21/11/2025,sch0004,6,162,98,True,Clerk
ATT0011480,2025-11-15,SCH0202,8,198,124,,Headmaster
ATT0002126,04-15-2025,SCH0534,4,158,145,True,HM
ATT0008151,01/11/2025,SCH-0536,1,300,276,Functional,HM
ATT0008718,01-Mar-2026,SCH0061,2,209,209,Yes,Clerk
ATT0013014,2026/03/13,SCH0098,10,54,41,Hai,HM
ATT0000056,2025-07-26,SCH0406,4,161,141,Nahi,HM
ATT0017023,19.01.2026,SCH0348,7,88,64,Nahi,Clerk
ATT0000303,2025-12-27,S0322,9,269,260,True,Clerk
ATT0017661,20-Nov-2025,sch_0263,4,146,136,haan,Admin
ATT0014179,10-09-2025,0364,6,256,241,,HM
ATT0013569,2026/01/15,sch0384,6,92,101,1,Class Teacher
ATT0004433,10-02-2025,SCH0097,2,45,31,Haan,Admin
ATT0019056,07/10/2025,SCH-0519,6,142,106,Working,Admin
ATT0019263,05/09/2025,SCH0343,V,213,131,H,Admin
ATT0012395,23/12/2025,SCH0231,6,275,238,True,Headmaster
ATT0010479,05-02-2025,SCH0307,8,120,74,Available,
ATT0010454,02-11-2026,SCH0158,9,161,121,H,Admin
ATT0005241,2026-01-08,0521,2,106,72,Haan,HM
ATT0010489,21/05/2025,sch0470,II,62,49,Y,
ATT0016283,2025/11/24,SCH0352,III,150,131,H,Class Teacher
ATT0014125,04-Apr-2025,S0327,8,200,191,Kharab,
ATT0010161,2026/01/19,sch0505,4,192,152,True,HM
ATT0018978,2026/01/17,sch0106,4,149,149,True,Headmaster
ATT0018778,18.03.2026,sch0351,7,143,132,Available,HM
ATT0016908,05-Aug-2025,SCH0279,III,44,27,True,HM
ATT0006377,03-Nov-2025,SCH0319,III,104,71,na,Clerk
ATT0006982,26/03/2026,sch_0158,4,202,150,True,
ATT0013717,24.06.2025,SCH0138,7,81,61,,
ATT0003901,05.05.2025,S0412,II,160,100,True,Clerk
ATT0004033,07-04-2025,SCH0533,III,159,100,True,
ATT0012892,21-Dec-2025,SCH0508,I,223,185,Kharab,HM
,13.12.2025,SCH0343,1,287,242,True,Headmaster
ATT0010162,06-Sep-2025,SCH-0045,2,189,119,Available,Class Teacher
ATT0017056,28-Oct-2025,S0388,10,225,150,Yes,Class Teacher
ATT0004189,12-17-2025,SCH0524,6,295,181,Working,Clerk
ATT0000667,2025/05/29,SCH-0245,IV,267,170,True,Clerk
ATT0003267,2025-04-13,SCH0242,II,166,166,True,Admin
ATT0018272,21/02/2026,S0464,2,131,124,Yes,Class Teacher
ATT0008473,2026/03/20,S0063,10,50,36,0,Admin
ATT0009912,2025/08/24,sch_0010,5,95,95,,Clerk
ATT0012648,2025/05/20,SCH0414,7,148,142,haan,
ATT0011638,2026-01-24,0223,4,67,57,True,Admin
ATT0006091,29.05.2025,SCH-0020,4,293,241,Hai,HM
ATT0006239,2025/11/18,SCH-0538,8,266,224,True,Headmaster
ATT0015184,28/02/2026,SCH0100,II,120,101,Haan,
ATT0007351,23/08/2025,S0216,I,101,70,True,Clerk
ATT0017145,27/04/2025,SCH0141,3,205,143,True,
ATT0006255,2026-01-11,SCH0312,9,116,76,Working,Class Teacher
ATT0018291,2025-11-11,sch_0338,I,293,214,Under Repair,
ATT0012235,2025-12-31,SCH0408,III,274,274,Hai,Admin
ATT0012016,02-20-2026,SCH0467,9,262,256,Y,Headmaster
ATT0003819,2025-10-28,SCH-0300,4,72,65,Available,Headmaster
ATT0006270,2025-10-27,sch0560,8,141,87,True,Headmaster
ATT0004301,27.10.2025,SCH0576,III,279,210,Available,Clerk
ATT0005570,2026/02/22,0334,8,142,98,True,HM
ATT0014389,02/04/2025,SCH-0409,5,213,193,True,Headmaster
ATT0007942,07.07.2025,SCH-0177,1,92,60,1,Headmaster
ATT0004165,12-12-2025,SCH-0259,7,248,235,True,
ATT0019964,2026-02-07,sch_0460,2,80,73,,Clerk
ATT0019217,2026-01-10,S0228,3,294,236,False,Clerk
ATT0019857,01-04-2026,sch_0122,1,222,168,True,Clerk
ATT0016522,2025-05-10,SCH0227,III,215,149,True,Clerk
ATT0007044,2025/04/21,SCH0232,9,151,106,True,Admin
ATT0004893,26.01.2026,SCH0573,I,182,134,Available,
ATT0018565,15/08/2025,SCH-0547,3,217,201,Functional,
ATT0010321,11-Oct-2025,SCH0278,4,91,54,Haan,
ATT0019562,08/02/2026,SCH0009,6,241,176,haan,Headmaster
ATT0004855,19.09.2025,sch_0379,1,275,195,True,Clerk
ATT0004638,11/03/2026,SCH0156,2,264,264,,Admin
ATT0009551,2025-05-22,S0010,3,160,172,False,
ATT0017716,02-Jan-2026,SCH0434,V,133,125,Yes,HM
ATT0010210,28.05.2025,SCH0136,V,140,98,True,Headmaster
ATT0006942,04-26-2025,sch_0149,1,58,40,True,HM
ATT0008018,14.03.2026,S0271,2,190,171,haan,Headmaster
ATT0009522,2026/03/16,S0589,6,81,61,True,
ATT0006950,20.05.2025,SCH0156,II,106,84,True,Clerk
ATT0006882,22.07.2025,SCH0320,3,294,223,0,Class Teacher
ATT0013052,2025-04-09,sch0514,9,279,180,True,Headmaster
ATT0015782,17-Nov-2025,SCH-0343,3,240,227,Available,Headmaster
ATT0004674,2025/06/07,sch_0282,3,293,182,1,Clerk
ATT0012174,22/03/2026,SCH0080,10,210,135,Y,
ATT0006997,09-29-2025,sch_0353,5,129,78,True,Class Teacher
ATT0001253,16.04.2025,SCH-0282,1,213,165,Yes,Headmaster
ATT0011471,04.05.2025,SCH0446,II,232,180,Yes,Admin
ATT0015255,28/01/2026,SCH0118,IV,252,170,1,Headmaster
ATT0019759,17-Dec-2025,S0288,3,100,89,Hai,Class Teacher
ATT0019199,2025/08/01,SCH0081,II,134,99,True,Class Teacher
ATT0010041,29-Apr-2025,S0084,1,246,163,Nahi,HM
ATT0004859,24-Jul-2025,sch0259,2,153,91,Nahi hai,Clerk
ATT0008581,28-Feb-2026,SCH0101,IV,192,137,Yes,HM
ATT0008428,26/12/2025,sch_0572,III,44,35,True,Admin
ATT0017462,2025-06-06,SCH0494,8,279,216,,Admin
ATT0010177,2025-10-06,SCH0277,5,258,238,True,Class Teacher
ATT0004364,26.03.2026,sch0295,7,75,53,Nahi hai,Headmaster
ATT0017155,03.11.2025,SCH-0510,5,57,47,Haan,
ATT0010358,11/03/2026,SCH0310,1,116,116,Y,Headmaster
ATT0016634,18-Feb-2026,SCH0109,III,120,97,Haan,HM
ATT0014490,03/01/2026,0057,I,188,157,True,
ATT0007240,2025-12-20,SCH-0198,IV,234,178,False,Admin
,2025/06/06,sch_0076,IV,106,92,H,
ATT0003420,22.09.2025,SCH0292,II,59,39,True,Clerk
ATT0010016,13/08/2025,SCH0330,9,114,80,Y,HM
ATT0011689,09.03.2026,SCH0270,IV,164,136,haan,
ATT0004977,26/02/2026,SCH-0123,2,178,163,False,HM
ATT0004545,02-17-2026,SCH0410,4,105,68,Under Repair,
ATT0017101,2026/01/25,sch_0583,IV,260,244,Working,Class Teacher
ATT0012339,04/12/2025,sch_0389,4,72,54,True,HM
ATT0002049,27-Apr-2025,SCH0400,III,294,216,Yes,
ATT0005998,02/02/2026,sch0488,5,184,156,1,HM
ATT0015445,15/02/2026,SCH0186,7,165,158,False,Admin
ATT0013457,19/11/2025,SCH0127,1,49,38,True,Headmaster
ATT0004810,11-15-2025,SCH0336,2,245,206,haan,Clerk
ATT0010917,10/02/2026,0135,I,234,234,Working,Headmaster
ATT0003637,29-Nov-2025,SCH0106,4,294,189,True,Class Teacher
,18-Jun-2025,SCH0430,5,244,260,True,Class Teacher
ATT0015107,12-28-2025,S0022,II,241,241,True,Headmaster
ATT0005990,03-17-2026,0018,3,183,172,Yes,
ATT0009861,2026-03-17,SCH0157,III,246,190,Yes,Admin
ATT0018385,23/08/2025,SCH0583,3,159,99,False,
ATT0012764,2025-07-04,SCH0559,3,276,222,False,
ATT0015159,2025/08/25,SCH0160,9,182,175,Hai,HM
ATT0008176,10-24-2025,sch_0353,3,296,208,na,HM
ATT0000405,06-Nov-2025,SCH-0037,4,50,33,Yes,Admin
ATT0000385,03-May-2025,0170,6,125,117,na,Admin
ATT0008703,15/06/2025,SCH-0075,I,238,238,True,HM
ATT0007267,2025-09-15,SCH-0047,4,218,211,Nahi hai,Headmaster
ATT0010345,15/02/2026,SCH0010,III,84,84,True,Admin
ATT0018018,17/03/2026,SCH0146,III,168,162,True,Admin
ATT0013773,2026/02/10,SCH0322,I,91,81,True,Clerk
ATT0006939,2026-02-01,sch_0283,6,43,41,Functional,HM
ATT0006971,2026/03/21,SCH0007,4,44,33,Haan,Headmaster
ATT0004159,19.04.2025,SCH0224,III,300,300,Yes,
ATT0008967,21/11/2025,SCH0182,5,100,88,1,
ATT0013551,04-14-2025,SCH0279,10,143,104,True,Class Teacher
ATT0008416,2025/06/17,SCH0562,V,299,186,Functional,Admin
ATT0002194,2025/07/02,sch0315,7,107,93,True,Clerk
ATT0001016,15-Oct-2025,SCH0414,6,257,250,True,Admin
ATT0005125,2025/12/26,0023,8,250,156,True,Clerk
ATT0019256,03.07.2025,SCH0330,4,242,197,True,Class Teacher
ATT0000010,10-Mar-2026,SCH0206,5,80,77,Available,
ATT0010137,01.02.2026,0342,5,62,41,True,HM
ATT0018223,2026-02-28,SCH0320,8,145,137,True,Class Teacher
ATT0004805,06-02-2025,0434,9,203,196,Y,
,02-Oct-2025,sch_0029,II,109,94,Kharab,Class Teacher
ATT0005714,29-Oct-2025,SCH0404,IV,142,103,Functional,Class Teacher
ATT0012678,2025-04-11,SCH-0559,7,280,259,True,Clerk
ATT0019709,2025-06-18,0059,I,59,51,Functional,Admin
ATT0001582,2025-11-22,SCH0569,I,159,111,True,HM
ATT0017309,06.04.2025,SCH0534,2,94,59,True,Headmaster
ATT0002780,11/03/2026,SCH-0051,10,241,209,Haan,Admin
ATT0013217,25/02/2026,S0198,II,212,199,,Admin
ATT0005321,2026-01-18,sch_0255,8,107,64,False,
ATT0007313,16/08/2025,SCH-0016,5,206,130,True,Admin
ATT0014838,24.08.2025,0517,3,69,69,True,HM
ATT0006043,28/04/2025,sch_0155,10,114,106,False,Admin
ATT0006419,2025/04/20,SCH0072,III,59,55,Available,Clerk
ATT0004836,05.08.2025,S0120,IV,101,87,Hai,Headmaster
ATT0004965,25-May-2025,SCH0219,8,126,90,True,HM
ATT0000540,03-19-2026,SCH0473,7,181,143,Haan,
ATT0007484,08/04/2025,sch0162,5,273,188,haan,HM
ATT0019130,04/11/2025,SCH-0393,2,165,145,True,Clerk
ATT0003720,2026-02-21,S0421,2,51,37,True,Headmaster
ATT0013660,04/04/2025,SCH-0449,6,75,54,True,Class Teacher
ATT0009338,26.04.2025,SCH0145,6,153,114,False,Admin
ATT0000668,12.11.2025,sch0436,2,133,102,Functional,Class Teacher
,2025-06-09,sch_0220,10,43,43,haan,Clerk
ATT0010976,05-26-2025,sch0569,1,276,225,True,Headmaster
ATT0001354,06/03/2026,SCH0268,1,126,111,Nahi hai,Headmaster
ATT0013324,2025-09-18,SCH0571,II,117,80,,HM
ATT0007115,2025-12-03,sch0095,V,165,165,True,Clerk
ATT0008663,26/09/2025,sch_0385,8,138,90,Yes,Admin
ATT0019088,10-Apr-2025,sch0084,6,85,73,Y,HM
ATT0003331,28/05/2025,SCH0299,10,63,39,H,HM
ATT0008054,18-Mar-2026,sch_0136,I,119,81,Hai,Headmaster
ATT0011830,13/10/2025,SCH0342,6,234,163,Working,Class Teacher
ATT0009589,2025-08-08,SCH0366,1,79,71,,Headmaster
ATT0019969,2025-04-05,S0185,6,107,67,True,Class Teacher
ATT0006651,2025/09/23,SCH0214,V,217,145,True,Class Teacher
ATT0005646,2025-10-26,SCH-0319,III,260,260,Hai,HM
ATT0019761,11.01.2026,SCH0559,I,297,297,H,
ATT0017641,04-Apr-2025,sch0132,IV,103,99,True,HM
ATT0006191,2025/10/11,sch_0083,I,97,59,,HM
ATT0015762,2025-06-06,sch0278,8,151,113,True,HM
ATT0011705,12-03-2025,SCH0206,V,264,158,True,
ATT0013844,10/02/2026,SCH0564,III,257,188,Hai,
ATT0011004,11.01.2026,SCH0577,1,214,201,True,
ATT0004911,2025-10-23,sch0494,6,139,129,1,
ATT0001853,29/05/2025,SCH-0066,10,67,43,True,Admin
