record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,date_outside_expected_range,date_missing,attendance_invalid,attendance_rate,is_sunday,proxy_attendance,perfect_attendance
ATT0001491,2025-09-13,SCH0345,9,76,63,,HM,False,False,False,82.89,False,False,False
ATT0018693,2025-11-08,SCH0175,4,96,64,False,HM,False,False,False,66.67,False,False,False
ATT0010043,2025-10-12,SCH0270,10,283,246,True,Headmaster,False,False,False,86.93,True,False,False
ATT0017275,2025-11-05,SCH0464,2,200,172,True,Clerk,False,False,False,86.0,False,False,False
ATT0008517,2025-05-27,SCH0074,7,269,213,,Class Teacher,False,False,False,79.18,False,False,False
ATT0009408,2025-08-15,SCH0361,5,119,104,True,,False,False,False,87.39,False,False,False
ATT0002934,2025-04-24,SCH0042,5,113,102,True,Admin,False,False,False,90.27,False,False,False
ATT0012882,2026-03-23,SCH0381,5,107,72,False,Class Teacher,False,False,False,67.29,False,False,False
ATT0019467,2026-01-01,SCH0219,8,258,207,,Clerk,False,False,False,80.23,False,False,False
ATT0010938,2025-11-21,SCH0228,6,121,77,,HM,False,False,False,63.64,False,False,False
ATT0019139,2025-12-02,SCH0406,2,257,257,True,,False,False,False,100.0,False,False,True
ATT0019983,2025-12-22,SCH0588,4,61,36,,Headmaster,False,False,False,59.02,False,False,False
ATT0011639,2026-03-19,SCH0153,10,252,227,False,HM,False,False,False,90.08,False,False,False
ATT0001130,2025-10-15,SCH0151,4,258,276,True,Headmaster,False,False,True,106.98,False,False,False
ATT0000732,2025-12-25,SCH0144,8,94,71,,Admin,False,False,False,75.53,False,False,False
ATT0011111,2025-06-26,SCH0092,4,218,159,True,Clerk,False,False,False,72.94,False,False,False
ATT0015820,2025-06-15,SCH0550,4,279,279,True,Admin,False,False,False,100.0,True,True,True
ATT0003085,2025-10-05,SCH0267,4,123,105,True,,False,False,False,85.37,True,False,False
ATT0015001,2025-07-19,SCH0245,8,211,150,True,Headmaster,False,False,False,71.09,False,False,False
ATT0007298,2025-06-25,SCH0224,6,180,126,True,Admin,False,False,False,70.0,False,False,False
ATT0004589,2025-08-09,SCH0311,2,231,222,,Clerk,False,False,False,96.1,False,False,False
ATT0012497,2026-01-30,SCH0159,1,87,66,True,Headmaster,False,False,False,75.86,False,False,False
,2026-02-02,SCH0595,4,206,146,True,,False,False,False,70.87,False,False,False
ATT0008980,2025-09-02,SCH0340,6,256,215,,Class Teacher,False,False,False,83.98,False,False,False
ATT0007602,2025-07-16,SCH0257,5,240,184,True,Admin,False,False,False,76.67,False,False,False
ATT0000799,2025-10-31,SCH0577,10,296,275,True,Class Teacher,False,False,False,92.91,False,False,False
ATT0006233,2025-04-04,SCH0567,3,277,291,,Admin,False,False,True,105.05,False,False,False
ATT0000735,2025-05-28,SCH0202,4,176,144,True,,False,False,False,81.82,False,False,False
ATT0015392,2025-12-16,SCH0001,9,55,48,False,Clerk,False,False,False,87.27,False,False,False
ATT0002245,2026-03-27,SCH0185,9,199,182,False,,False,False,False,91.46,False,False,False
ATT0000179,2025-11-29,SCH0078,3,120,88,False,Headmaster,False,False,False,73.33,False,False,False
ATT0011470,2025-07-19,SCH0558,4,148,168,False,HM,False,False,True,113.51,False,False,False
ATT0011933,2026-03-27,SCH0310,3,135,87,,Admin,False,False,False,64.44,False,False,False
ATT0001175,2025-10-23,SCH0049,3,244,215,True,,False,False,False,88.11,False,False,False
ATT0013799,2025-06-26,SCH0123,7,162,126,False,Admin,False,False,False,77.78,False,False,False
ATT0019866,2025-05-30,SCH0287,2,51,33,True,Class Teacher,False,False,False,64.71,False,False,False
ATT0010024,2026-02-22,SCH0232,7,254,254,True,Clerk,False,False,False,100.0,True,True,True
ATT0009831,2026-03-17,SCH0147,4,181,168,True,Admin,False,False,False,92.82,False,False,False
ATT0000791,2025-07-05,SCH0541,7,277,235,True,,False,False,False,84.84,False,False,False
ATT0019377,2026-02-23,SCH0457,1,242,205,True,Admin,False,False,False,84.71,False,False,False
ATT0009974,2025-09-15,SCH0561,4,165,132,True,Clerk,False,False,False,80.0,False,False,False
ATT0011394,2025-10-20,SCH0275,1,269,200,True,Clerk,False,False,False,74.35,False,False,False
ATT0000199,2025-08-21,SCH0492,3,296,233,True,,False,False,False,78.72,False,False,False
ATT0014644,2026-03-22,SCH0516,4,193,154,True,HM,False,False,False,79.79,True,False,False
ATT0018810,2025-09-22,SCH0260,1,143,112,,,False,False,False,78.32,False,False,False
ATT0012280,2026-02-21,SCH0094,1,261,252,True,Class Teacher,False,False,False,96.55,False,False,False
ATT0007676,2026-03-27,SCH0422,5,67,52,True,Headmaster,False,False,False,77.61,False,False,False
ATT0013386,2025-08-22,SCH0193,4,42,36,True,,False,False,False,85.71,False,False,False
ATT0000549,2025-07-06,SCH0553,6,154,154,True,HM,False,False,False,100.0,True,True,True
ATT0003340,2026-02-22,SCH0500,5,204,219,True,,False,False,True,107.35,True,False,False
ATT0012941,2025-10-06,SCH0284,3,136,116,,Admin,False,False,False,85.29,False,False,False
ATT0016329,2025-08-24,SCH0148,4,232,211,True,Admin,False,False,False,90.95,True,False,False
,2025-05-28,SCH0444,5,153,112,,Admin,False,False,False,73.2,False,False,False
ATT0011773,2025-05-31,SCH0400,1,275,287,True,Class Teacher,False,False,True,104.36,False,False,False
ATT0019101,2025-07-31,SCH0197,2,236,175,,Clerk,False,False,False,74.15,False,False,False
ATT0015414,2025-05-25,SCH0573,8,41,39,True,Admin,False,False,False,95.12,True,False,False
ATT0010507,2026-03-02,SCH0168,3,278,204,True,Headmaster,False,False,False,73.38,False,False,False
ATT0013278,2026-01-23,SCH0291,6,134,101,True,Headmaster,False,False,False,75.37,False,False,False
ATT0018940,2025-09-05,SCH0403,1,191,157,,,False,False,False,82.2,False,False,False
ATT0015104,2025-08-17,SCH0549,9,144,88,True,Headmaster,False,False,False,61.11,True,False,False
ATT0007534,2025-09-06,SCH0229,4,222,144,,Headmaster,False,False,False,64.86,False,False,False
ATT0015240,2026-01-13,SCH0536,4,296,224,True,Headmaster,False,False,False,75.68,False,False,False
ATT0000067,2025-07-25,SCH0075,2,220,207,True,Admin,False,False,False,94.09,False,False,False
ATT0018168,2025-11-18,SCH0357,1,187,137,True,Headmaster,False,False,False,73.26,False,False,False
ATT0004713,2025-04-15,SCH0328,6,224,224,True,Headmaster,False,False,False,100.0,False,False,True
ATT0005215,2025-07-22,SCH0544,2,281,217,,HM,False,False,False,77.22,False,False,False
ATT0011453,2026-02-20,SCH0459,4,105,69,,Admin,False,False,False,65.71,False,False,False
ATT0018687,2026-01-02,SCH0518,9,235,248,True,Admin,False,False,True,105.53,False,False,False
ATT0005034,2026-02-01,SCH0348,1,155,155,True,HM,False,False,False,100.0,True,True,True
ATT0006916,2026-01-02,SCH0055,8,73,56,True,HM,False,False,False,76.71,False,False,False
ATT0002573,2025-11-15,SCH0169,1,92,85,True,Admin,False,False,False,92.39,False,False,False
ATT0017272,2026-01-15,SCH0092,4,215,221,True,Clerk,False,False,True,102.79,False,False,False
ATT0019692,2026-02-14,SCH0579,2,212,196,,HM,False,False,False,92.45,False,False,False
ATT0000623,2026-02-09,SCH0344,4,82,59,True,,False,False,False,71.95,False,False,False
ATT0018966,2025-07-17,SCH0324,8,164,115,False,HM,False,False,False,70.12,False,False,False
ATT0006223,2026-03-22,SCH0450,8,123,123,True,Headmaster,False,False,False,100.0,True,True,True
ATT0000788,2026-03-08,SCH0581,8,147,153,True,Class Teacher,False,False,True,104.08,True,False,False
ATT0003333,2025-10-15,SCH0468,1,140,109,True,Headmaster,False,False,False,77.86,False,False,False
ATT0014583,2025-11-29,SCH0213,9,263,223,,Clerk,False,False,False,84.79,False,False,False
ATT0016408,2025-11-02,SCH0459,4,158,158,True,Class Teacher,False,False,False,100.0,True,True,True
,2025-05-19,SCH0223,2,71,49,True,HM,False,False,False,69.01,False,False,False
ATT0006009,2025-05-29,SCH0524,1,43,40,True,HM,False,False,False,93.02,False,False,False
ATT0017537,2026-02-11,SCH0082,9,270,237,True,Class Teacher,False,False,False,87.78,False,False,False
ATT0008335,2025-04-13,SCH0346,4,167,167,,Admin,False,False,False,100.0,True,True,True
ATT0019520,2025-10-07,SCH0076,1,88,65,True,HM,False,False,False,73.86,False,False,False
ATT0011473,2025-10-29,SCH0184,2,273,224,True,HM,False,False,False,82.05,False,False,False
ATT0016495,2025-09-02,SCH0490,1,197,166,,HM,False,False,False,84.26,False,False,False
ATT0017511,2025-07-18,SCH0584,2,127,105,True,Clerk,False,False,False,82.68,False,False,False
ATT0013449,2025-10-13,SCH0027,5,175,150,True,Admin,False,False,False,85.71,False,False,False
ATT0018124,2025-04-01,SCH0491,1,134,89,True,Headmaster,False,False,False,66.42,False,False,False
ATT0015410,2025-12-15,SCH0549,5,92,78,False,Admin,False,False,False,84.78,False,False,False
ATT0012479,2025-09-13,SCH0321,5,219,202,False,Clerk,False,False,False,92.24,False,False,False
ATT0000516,2025-07-07,SCH0538,4,198,122,True,Class Teacher,False,False,False,61.62,False,False,False
ATT0017609,2026-02-27,SCH0002,7,265,168,True,Headmaster,False,False,False,63.4,False,False,False
ATT0000479,2025-07-19,SCH0306,6,262,275,True,Admin,False,False,True,104.96,False,False,False
ATT0013641,2025-07-29,SCH0575,1,100,88,True,Clerk,False,False,False,88.0,False,False,False
ATT0004477,2025-06-28,SCH0518,5,180,120,True,,False,False,False,66.67,False,False,False
ATT0009972,2026-03-18,SCH0043,1,117,113,True,Admin,False,False,False,96.58,False,False,False
ATT0010840,2025-10-05,SCH0161,9,201,129,,,False,False,False,64.18,True,False,False
ATT0018881,2025-08-04,SCH0363,4,254,154,False,Headmaster,False,False,False,60.63,False,False,False
ATT0015643,2025-08-20,SCH0174,7,106,64,,Clerk,False,False,False,60.38,False,False,False
ATT0006900,2025-06-10,SCH0085,5,124,80,True,HM,False,False,False,64.52,False,False,False
ATT0010233,2026-02-24,SCH0301,2,285,227,,Admin,False,False,False,79.65,False,False,False
ATT0015703,2026-01-19,SCH0597,1,100,97,True,HM,False,False,False,97.0,False,False,False
ATT0001034,2025-05-20,SCH0565,8,114,80,,Clerk,False,False,False,70.18,False,False,False
ATT0014623,2026-02-13,SCH0494,2,286,189,True,Class Teacher,False,False,False,66.08,False,False,False
ATT0002599,2025-09-23,SCH0160,3,233,167,True,,False,False,False,71.67,False,False,False
ATT0001515,2025-08-02,SCH0575,9,129,117,False,Headmaster,False,False,False,90.7,False,False,False
ATT0006192,2025-05-02,SCH0181,4,177,163,,Clerk,False,False,False,92.09,False,False,False
ATT0017769,2025-06-30,SCH0378,4,221,139,,Class Teacher,False,False,False,62.9,False,False,False
ATT0014176,2025-10-09,SCH0402,1,219,175,True,Admin,False,False,False,79.91,False,False,False
ATT0007238,2025-07-27,SCH0501,4,174,174,,,False,False,False,100.0,True,True,True
ATT0005754,2025-10-03,SCH0550,10,245,224,True,,False,False,False,91.43,False,False,False
ATT0002069,2025-09-26,SCH0495,1,100,95,,Admin,False,False,False,95.0,False,False,False
ATT0019353,2025-04-02,SCH0101,7,239,248,True,Headmaster,False,False,True,103.77,False,False,False
ATT0008237,2025-09-26,SCH0456,7,229,241,,Clerk,False,False,True,105.24,False,False,False
ATT0008537,2026-02-03,SCH0079,4,274,205,True,Class Teacher,False,False,False,74.82,False,False,False
ATT0005522,2025-09-04,SCH0285,1,115,84,True,Clerk,False,False,False,73.04,False,False,False
ATT0001463,2025-04-08,SCH0049,5,146,95,True,Admin,False,False,False,65.07,False,False,False
ATT0015208,2025-10-09,SCH0444,1,236,203,,,False,False,False,86.02,False,False,False
ATT0007916,2025-12-26,SCH0169,3,286,267,True,Headmaster,False,False,False,93.36,False,False,False
ATT0001872,2025-06-05,SCH0510,3,68,65,True,Headmaster,False,False,False,95.59,False,False,False
ATT0017114,2025-09-08,SCH0465,5,211,231,,HM,False,False,True,109.48,False,False,False
ATT0004577,2025-11-07,SCH0181,1,70,86,True,Clerk,False,False,True,122.86,False,False,False
ATT0019015,2026-01-25,SCH0415,9,216,216,True,HM,False,False,False,100.0,True,True,True
ATT0007210,2025-07-26,SCH0133,1,162,120,True,Admin,False,False,False,74.07,False,False,False
ATT0009857,2025-05-04,SCH0597,5,291,291,True,,False,False,False,100.0,True,True,True
ATT0011081,2025-09-05,SCH0494,5,223,162,True,HM,False,False,False,72.65,False,False,False
ATT0017117,2025-04-02,SCH0578,6,198,136,True,HM,False,False,False,68.69,False,False,False
ATT0007350,2025-10-20,SCH0071,6,187,187,True,Clerk,False,False,False,100.0,False,False,True
ATT0004624,2025-09-10,SCH0107,3,229,222,,Headmaster,False,False,False,96.94,False,False,False
ATT0007193,2025-07-07,SCH0323,1,161,108,True,Clerk,False,False,False,67.08,False,False,False
ATT0004819,2026-01-21,SCH0015,1,160,153,True,HM,False,False,False,95.62,False,False,False
ATT0014231,2026-01-27,SCH0216,4,154,112,,HM,False,False,False,72.73,False,False,False
ATT0016255,2025-12-01,SCH0541,4,93,82,True,Clerk,False,False,False,88.17,False,False,False
ATT0000221,2025-12-26,SCH0359,8,293,228,True,Class Teacher,False,False,False,77.82,False,False,False
ATT0009954,2025-09-30,SCH0467,6,265,183,True,,False,False,False,69.06,False,False,False
ATT0014224,2025-08-31,SCH0549,1,246,209,,,False,False,False,84.96,True,False,False
ATT0012633,2025-04-23,SCH0011,6,82,56,True,Clerk,False,False,False,68.29,False,False,False
ATT0019858,2025-10-11,SCH0446,4,164,157,,Headmaster,False,False,False,95.73,False,False,False
ATT0012779,2026-03-22,SCH0314,6,268,268,,Class Teacher,False,False,False,100.0,True,True,True
ATT0011390,2025-06-03,SCH0221,3,204,148,,Admin,False,False,False,72.55,False,False,False
ATT0015970,2025-11-19,SCH0206,10,93,71,True,,False,False,False,76.34,False,False,False
ATT0018964,2025-11-01,SCH0367,5,257,167,True,,False,False,False,64.98,False,False,False
ATT0002477,2026-03-24,SCH0200,6,148,137,True,Admin,False,False,False,92.57,False,False,False
ATT0004249,2025-04-06,SCH0523,2,203,153,True,HM,False,False,False,75.37,True,False,False
ATT0006116,2025-04-03,SCH0010,9,106,100,,Headmaster,False,False,False,94.34,False,False,False
ATT0019948,2025-12-25,SCH0174,3,173,132,True,Headmaster,False,False,False,76.3,False,False,False
ATT0010942,2025-11-16,SCH0320,2,119,96,True,Class Teacher,False,False,False,80.67,True,False,False
ATT0019102,2025-10-28,SCH0032,6,263,216,True,HM,False,False,False,82.13,False,False,False
ATT0019642,2025-04-16,SCH0386,4,218,203,False,Admin,False,False,False,93.12,False,False,False
ATT0006488,2026-01-26,SCH0379,1,77,69,True,,False,False,False,89.61,False,False,False
ATT0007037,2026-03-31,SCH0174,6,41,56,True,Class Teacher,False,False,True,136.59,False,False,False
ATT0010100,2025-07-24,SCH0175,1,220,150,True,Admin,False,False,False,68.18,False,False,False
ATT0009457,2025-04-30,SCH0564,1,140,117,True,Class Teacher,False,False,False,83.57,False,False,False
ATT0016807,2026-03-02,SCH0137,2,162,111,True,Admin,False,False,False,68.52,False,False,False
ATT0012434,2025-12-06,SCH0595,3,124,82,True,Clerk,False,False,False,66.13,False,False,False
ATT0005651,2025-10-03,SCH0430,1,75,65,True,,False,False,False,86.67,False,False,False
ATT0015677,2025-12-24,SCH0508,7,253,199,True,Class Teacher,False,False,False,78.66,False,False,False
ATT0019882,2025-09-07,SCH0186,3,234,222,,Headmaster,False,False,False,94.87,True,False,False
ATT0017723,2025-12-06,SCH0309,1,85,98,True,Clerk,False,False,True,115.29,False,False,False
ATT0008053,2025-05-11,SCH0122,1,300,300,True,Headmaster,False,False,False,100.0,True,True,True
ATT0019982,2025-06-27,SCH0273,4,167,141,True,Class Teacher,False,False,False,84.43,False,False,False
ATT0019655,2026-02-03,SCH0206,1,134,86,,HM,False,False,False,64.18,False,False,False
ATT0002882,2025-10-14,SCH0574,5,146,91,,Headmaster,False,False,False,62.33,False,False,False
ATT0001678,2025-12-08,SCH0366,4,136,85,True,Class Teacher,False,False,False,62.5,False,False,False
ATT0015825,2025-12-14,SCH0593,4,49,38,True,HM,False,False,False,77.55,True,False,False
ATT0006061,2025-09-03,SCH0204,1,202,178,True,Clerk,False,False,False,88.12,False,False,False
ATT0000902,2026-03-14,SCH0124,5,47,37,,Class Teacher,False,False,False,78.72,False,False,False
ATT0018237,2025-06-10,SCH0530,2,220,183,True,Admin,False,False,False,83.18,False,False,False
ATT0007165,2025-08-18,SCH0173,10,193,137,,Headmaster,False,False,False,70.98,False,False,False
ATT0002297,2025-03-08,SCH0362,1,255,255,,Headmaster,True,False,False,100.0,False,False,True
ATT0011595,2025-04-08,SCH0469,5,150,113,True,Admin,False,False,False,75.33,False,False,False
ATT0015621,2025-12-26,SCH0090,4,264,219,True,,False,False,False,82.95,False,False,False
ATT0008489,2026-02-28,SCH0137,2,155,149,True,,False,False,False,96.13,False,False,False
ATT0009714,2025-05-05,SCH0248,10,93,78,True,,False,False,False,83.87,False,False,False
ATT0018871,2025-09-06,SCH0141,1,236,222,True,Clerk,False,False,False,94.07,False,False,False
ATT0013849,2026-03-29,SCH0294,2,173,173,True,Headmaster,False,False,False,100.0,True,True,True
ATT0016316,2026-03-26,SCH0599,3,264,172,True,Headmaster,False,False,False,65.15,False,False,False
ATT0019674,2026-01-09,SCH0034,3,288,180,True,,False,False,False,62.5,False,False,False
ATT0008220,2026-03-07,SCH0374,3,152,144,True,Headmaster,False,False,False,94.74,False,False,False
ATT0016013,2026-01-03,SCH0040,3,123,88,True,Clerk,False,False,False,71.54,False,False,False
ATT0017931,2026-01-23,SCH0586,8,212,165,True,HM,False,False,False,77.83,False,False,False
ATT0006773,2026-02-20,SCH0280,10,73,51,,,False,False,False,69.86,False,False,False
ATT0017909,2025-08-08,SCH0024,5,140,131,True,Headmaster,False,False,False,93.57,False,False,False
ATT0014437,2025-12-10,SCH0217,9,198,154,True,Clerk,False,False,False,77.78,False,False,False
ATT0011924,2025-11-08,SCH0277,10,181,117,True,HM,False,False,False,64.64,False,False,False
ATT0014679,2025-08-11,SCH0206,6,250,218,True,Clerk,False,False,False,87.2,False,False,False
ATT0011441,2025-09-03,SCH0561,6,268,196,False,,False,False,False,73.13,False,False,False
ATT0016753,2025-04-10,SCH0574,2,174,137,True,,False,False,False,78.74,False,False,False
ATT0018579,2025-12-19,SCH0070,1,245,217,,Clerk,False,False,False,88.57,False,False,False
ATT0016855,2025-12-04,SCH0597,4,103,74,True,HM,False,False,False,71.84,False,False,False
ATT0007258,2025-05-21,SCH0336,2,269,178,True,Clerk,False,False,False,66.17,False,False,False
ATT0002581,2026-01-20,SCH0052,2,146,109,,,False,False,False,74.66,False,False,False
ATT0007967,2026-03-25,SCH0064,10,108,99,True,HM,False,False,False,91.67,False,False,False
ATT0002157,2025-07-29,SCH0125,4,281,256,True,Clerk,False,False,False,91.1,False,False,False
ATT0004341,2025-06-25,SCH0270,1,208,192,,,False,False,False,92.31,False,False,False
ATT0012937,2025-05-13,SCH0081,1,204,174,False,Clerk,False,False,False,85.29,False,False,False
ATT0009563,2026-01-20,SCH0574,2,79,64,True,Clerk,False,False,False,81.01,False,False,False
ATT0010587,2026-03-02,SCH0363,9,104,88,True,HM,False,False,False,84.62,False,False,False
ATT0002388,2025-12-02,SCH0280,3,43,34,True,Clerk,False,False,False,79.07,False,False,False
ATT0013744,2025-08-28,SCH0337,7,124,117,True,HM,False,False,False,94.35,False,False,False
ATT0001074,2026-03-20,SCH0082,4,235,190,,Class Teacher,False,False,False,80.85,False,False,False
ATT0005255,2025-09-18,SCH0026,3,277,166,True,,False,False,False,59.93,False,False,False
ATT0000682,2025-04-07,SCH0323,6,203,167,,Admin,False,False,False,82.27,False,False,False
ATT0004531,2025-04-15,SCH0017,7,259,253,True,Admin,False,False,False,97.68,False,False,False
ATT0012968,2025-10-15,SCH0213,5,187,130,False,Admin,False,False,False,69.52,False,False,False
ATT0013615,2025-12-26,SCH0552,4,85,70,True,Clerk,False,False,False,82.35,False,False,False
ATT0003160,2026-03-11,SCH0060,4,156,156,True,,False,False,False,100.0,False,False,True
ATT0002988,2025-09-08,SCH0510,1,178,123,,Headmaster,False,False,False,69.1,False,False,False
ATT0004909,2025-12-23,SCH0393,2,239,179,,Admin,False,False,False,74.9,False,False,False
ATT0001883,2025-11-28,SCH0110,1,49,35,True,Class Teacher,False,False,False,71.43,False,False,False
ATT0015377,2025-10-20,SCH0222,3,80,56,,Class Teacher,False,False,False,70.0,False,False,False
ATT0014951,2025-10-26,SCH0121,7,100,75,True,,False,False,False,75.0,True,False,False
ATT0019722,2025-12-06,SCH0242,3,144,110,True,Clerk,False,False,False,76.39,False,False,False
ATT0001941,2025-03-09,SCH0522,4,119,72,True,,True,False,False,60.5,True,False,False
ATT0003297,2025-03-09,SCH0101,2,245,195,True,Class Teacher,True,False,False,79.59,True,False,False
ATT0003535,2025-11-26,SCH0103,7,166,111,True,HM,False,False,False,66.87,False,False,False
ATT0005975,2026-02-05,SCH0023,3,250,162,False,Admin,False,False,False,64.8,False,False,False
ATT0003730,2025-10-14,SCH0258,2,260,214,,,False,False,False,82.31,False,False,False
ATT0000491,2025-04-09,SCH0028,8,241,231,True,Clerk,False,False,False,95.85,False,False,False
ATT0005709,2025-05-14,SCH0334,8,42,28,True,,False,False,False,66.67,False,False,False
ATT0001182,2025-12-13,SCH0546,9,144,98,True,Admin,False,False,False,68.06,False,False,False
ATT0001376,2025-10-28,SCH0461,3,183,163,True,Clerk,False,False,False,89.07,False,False,False
ATT0005015,2025-08-30,SCH0407,7,136,90,,HM,False,False,False,66.18,False,False,False
ATT0015275,2026-01-21,SCH0518,2,198,137,,Class Teacher,False,False,False,69.19,False,False,False
ATT0011607,2025-11-11,SCH0158,9,199,165,,Admin,False,False,False,82.91,False,False,False
ATT0012352,2025-05-04,SCH0227,5,40,26,,Admin,False,False,False,65.0,True,False,False
ATT0000627,2026-01-01,SCH0467,4,105,66,False,,False,False,False,62.86,False,False,False
ATT0004759,2025-12-16,SCH0402,4,209,199,False,,False,False,False,95.22,False,False,False
ATT0013958,2025-11-16,SCH0239,6,220,220,True,Clerk,False,False,False,100.0,True,True,True
ATT0010305,2025-11-23,SCH0438,6,208,186,,Class Teacher,False,False,False,89.42,True,False,False
ATT0003561,2025-05-24,SCH0307,3,119,90,,,False,False,False,75.63,False,False,False
ATT0006041,2025-04-15,SCH0430,1,140,116,,HM,False,False,False,82.86,False,False,False
ATT0012373,2025-12-07,SCH0491,5,52,52,True,,False,False,False,100.0,True,True,True
ATT0017844,2025-11-01,SCH0401,5,109,78,True,Headmaster,False,False,False,71.56,False,False,False
ATT0002842,2025-10-03,SCH0439,3,89,69,,Clerk,False,False,False,77.53,False,False,False
ATT0004181,2026-03-21,SCH0072,5,198,154,True,HM,False,False,False,77.78,False,False,False
ATT0018140,2025-04-09,SCH0157,8,115,106,,Clerk,False,False,False,92.17,False,False,False
ATT0015566,2025-09-24,SCH0042,1,195,158,True,HM,False,False,False,81.03,False,False,False
ATT0018922,2025-06-30,SCH0482,3,128,94,True,,False,False,False,73.44,False,False,False
ATT0018618,2025-11-13,SCH0408,5,109,77,True,Clerk,False,False,False,70.64,False,False,False
ATT0002888,2025-05-14,SCH0231,1,212,142,,Clerk,False,False,False,66.98,False,False,False
ATT0017156,2026-02-27,SCH0182,3,197,164,True,Class Teacher,False,False,False,83.25,False,False,False
ATT0008877,2025-08-21,SCH0576,5,89,83,True,,False,False,False,93.26,False,False,False
ATT0004540,2025-05-29,SCH0299,3,149,142,,HM,False,False,False,95.3,False,False,False
ATT0012707,2025-11-08,SCH0361,2,132,99,True,Admin,False,False,False,75.0,False,False,False
ATT0012272,2025-04-03,SCH0252,2,101,83,True,Class Teacher,False,False,False,82.18,False,False,False
ATT0006684,2026-01-09,SCH0312,9,76,74,True,HM,False,False,False,97.37,False,False,False
ATT0006672,2025-05-03,SCH0578,1,265,240,True,,False,False,False,90.57,False,False,False
ATT0014998,2026-03-26,SCH0106,3,52,42,True,HM,False,False,False,80.77,False,False,False
ATT0006454,2025-08-18,SCH0341,5,217,212,,Admin,False,False,False,97.7,False,False,False
ATT0009212,2025-11-12,SCH0385,4,180,110,True,,False,False,False,61.11,False,False,False
ATT0001367,2025-06-24,SCH0504,4,190,169,True,HM,False,False,False,88.95,False,False,False
ATT0012109,2026-01-25,SCH0084,1,206,171,True,,False,False,False,83.01,True,False,False
ATT0012582,2025-06-04,SCH0546,8,60,56,False,Admin,False,False,False,93.33,False,False,False
ATT0002640,2025-07-06,SCH0513,7,47,64,True,Headmaster,False,False,True,136.17,True,False,False
ATT0001192,2026-01-09,SCH0013,9,197,169,,Class Teacher,False,False,False,85.79,False,False,False
ATT0005603,2025-09-29,SCH0230,3,292,214,True,HM,False,False,False,73.29,False,False,False
ATT0019814,2025-10-13,SCH0303,1,151,147,True,Clerk,False,False,False,97.35,False,False,False
ATT0013922,2025-08-09,SCH0029,1,217,169,,,False,False,False,77.88,False,False,False
ATT0005731,2025-12-19,SCH0098,1,209,184,,Clerk,False,False,False,88.04,False,False,False
ATT0014746,2025-07-01,SCH0529,2,59,39,True,HM,False,False,False,66.1,False,False,False
ATT0007205,2026-03-23,SCH0081,9,202,208,True,Clerk,False,False,True,102.97,False,False,False
ATT0005297,2025-09-06,SCH0534,1,226,154,True,HM,False,False,False,68.14,False,False,False
ATT0003198,2025-06-16,SCH0142,1,129,79,,Class Teacher,False,False,False,61.24,False,False,False
ATT0012980,2025-06-06,SCH0555,9,256,213,,Admin,False,False,False,83.2,False,False,False
ATT0002939,2025-07-04,SCH0119,1,201,140,False,Clerk,False,False,False,69.65,False,False,False
ATT0018052,2025-04-13,SCH0302,2,259,194,True,Clerk,False,False,False,74.9,True,False,False
ATT0017270,2025-09-19,SCH0546,1,162,162,True,Class Teacher,False,False,False,100.0,False,False,True
ATT0019420,2025-09-28,SCH0125,4,238,213,,Class Teacher,False,False,False,89.5,True,False,False
ATT0008891,2025-07-12,SCH0207,3,176,168,,Clerk,False,False,False,95.45,False,False,False
ATT0010172,2026-03-22,SCH0412,2,224,224,True,HM,False,False,False,100.0,True,True,True
ATT0005980,2025-07-15,SCH0542,4,85,80,True,Admin,False,False,False,94.12,False,False,False
ATT0011996,2025-04-13,SCH0057,9,183,123,True,Class Teacher,False,False,False,67.21,True,False,False
ATT0004535,2026-02-03,SCH0373,9,173,135,True,Class Teacher,False,False,False,78.03,False,False,False
ATT0019276,2025-12-30,SCH0054,2,188,177,False,Headmaster,False,False,False,94.15,False,False,False
ATT0010066,2025-04-09,SCH0295,3,230,148,True,HM,False,False,False,64.35,False,False,False
ATT0011539,2025-10-18,SCH0245,2,55,36,True,,False,False,False,65.45,False,False,False
ATT0007670,2025-12-13,SCH0513,3,236,158,True,Headmaster,False,False,False,66.95,False,False,False
ATT0007608,2025-11-30,SCH0376,1,293,181,True,Admin,False,False,False,61.77,True,False,False
ATT0016314,2025-10-09,SCH0312,5,246,176,,Clerk,False,False,False,71.54,False,False,False
ATT0006870,2025-12-14,SCH0224,5,128,142,False,Clerk,False,False,True,110.94,True,False,False
ATT0018967,2025-10-04,SCH0188,2,246,257,,Clerk,False,False,True,104.47,False,False,False
ATT0016905,2025-12-12,SCH0063,9,61,46,True,HM,False,False,False,75.41,False,False,False
ATT0018056,2025-09-22,SCH0410,4,244,199,True,Class Teacher,False,False,False,81.56,False,False,False
ATT0012993,2026-03-24,SCH0460,10,57,44,True,,False,False,False,77.19,False,False,False
ATT0010473,2026-02-24,SCH0008,5,111,71,True,Admin,False,False,False,63.96,False,False,False
ATT0016067,2025-09-04,SCH0336,6,245,239,,Admin,False,False,False,97.55,False,False,False
ATT0015536,2025-06-26,SCH0406,2,255,199,,Headmaster,False,False,False,78.04,False,False,False
ATT0014893,2025-07-22,SCH0030,6,63,47,True,,False,False,False,74.6,False,False,False
