school_id,school_name,district,block,total_enrolled_students,school_type,medium,attendance_records,average_attendance_rate,perfect_attendance_records,proxy_attendance_records,invalid_attendance_records,perfect_attendance_rate,proxy_attendance_rate,invalid_attendance_rate,test_records,score_records_available,average_test_score,score_conversion_rate,mdm_records,total_grain_quantity_kg,total_mdm_cost,paid_records,pending_records,due_records,payment_status_available,paid_percentage,infrastructure_records,electricity_available,drinking_water_available,functional_toilet_available,boundary_wall_available,playground_available,average_facility_count,all_core_facilities_count,attendance_risk,proxy_risk,score_risk,infrastructure_risk,retention_risk_indicator
SCH0484,Govt. Elementary School Hayre,Jalandhar,Jalandhar-I,422,Upper Primary,Hindi,49,81.26,4,4,2,8.16,8.16,4.08,12,12,61.07,100.0,14,381.2,38640.0,6,3,3,12,50.0,3.0,33.33333333333333,100.0,66.66666666666666,66.66666666666666,0.0,2.67,0.0,18.74,8.16,38.93,46.67,28.13
SCH0483,Govt. Middle School Varkey,Sangrur,Sunam,229,Higher Secondary,Punjabi,25,79.85,1,0,0,4.0,0.0,0.0,11,11,71.75,100.0,19,340.0,44027.0,11,3,3,17,64.71,3.0,100.0,100.0,100.0,33.33333333333333,0.0,3.0,0.0,20.15,0.0,28.25,40.0,22.1
SCH0026,Govt. Elementary School Narayan,Unknown,Ludhiana-Ii,234,Higher Secondary,Hindi,32,79.86,2,2,1,6.25,6.25,3.12,10,6,65.22,60.0,17,435.2,29340.0,14,3,0,17,82.35,8.0,100.0,83.33333333333334,87.5,100.0,66.66666666666666,3.75,2.0,20.14,6.25,34.78,25.0,21.54
SCH0447,Govt. Middle School Dash,Ferozepur,Unknown,422,Primary,Punjabi,27,86.26,6,2,2,22.22,7.41,7.41,9,8,70.68,88.89,24,720.5,85949.0,7,6,7,20,35.0,5.0,50.0,75.0,75.0,40.0,80.0,2.8,0.0,13.74,7.41,29.33,44.0,23.62
SCH0590,Govt. Elementary School Khare,Sangrur,Unknown,151,Higher Secondary,Hindi,30,84.46,3,2,0,10.0,6.67,0.0,16,13,64.78,81.25,20,445.3,45797.0,11,4,1,16,68.75,9.0,100.0,75.0,62.5,75.0,55.55555555555556,3.44,1.0,15.54,6.67,35.22,31.11,22.13
SCH0319,Govt. Primary School Bassi,Ludhiana,Ludhiana-Ii,84,Primary,Hindi,40,84.06,4,3,2,10.0,7.5,5.0,18,12,55.69,66.67,20,548.0,46288.0,6,7,2,15,40.0,5.0,75.0,100.0,100.0,80.0,75.0,4.0,0.0,15.94,7.5,44.31,20.0,21.94
SCH0246,Govt. Primary School Chaudhari,Patiala,Rajpura,146,Secondary,Hindi,28,85.06,4,2,1,14.29,7.14,3.57,11,9,69.8,81.82,20,455.2,36696.0,10,5,3,18,55.56,4.0,33.33333333333333,100.0,33.33333333333333,66.66666666666666,66.66666666666666,2.25,1.0,14.94,7.14,30.2,55.0,26.82
SCH0339,Govt. Elementary School Zacharia,Jalandhar,Jalandhar-I,46,Upper Primary,Punjabi,40,79.12,3,2,1,7.5,5.0,2.5,11,8,61.8,72.73,28,585.3,54817.0,12,5,7,24,50.0,3.0,100.0,33.33333333333333,100.0,66.66666666666666,50.0,3.33,0.0,20.88,5.0,38.2,33.33,24.35
SCH0155,Govt. Senior Secondary School Chander,Ferozepur,Makhu,169,Upper Primary,English,31,83.64,3,3,3,9.68,9.68,9.68,15,12,68.72,80.0,24,582.5,71905.0,7,11,3,21,33.33,4.0,75.0,66.66666666666666,100.0,75.0,25.0,3.25,1.0,16.36,9.68,31.28,35.0,23.08
SCH0127,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,369,Primary,Punjabi,37,85.42,3,1,2,8.11,2.7,5.41,12,9,64.8,75.0,16,268.2,35603.0,6,3,3,12,50.0,3.0,50.0,100.0,66.66666666666666,100.0,33.33333333333333,3.33,0.0,14.58,2.7,35.2,33.33,21.45
SCH0368,Govt. Elementary School Raman,Ferozepur,Zira,323,Higher Secondary,Punjabi,33,82.05,2,1,3,6.06,3.03,9.09,11,9,57.06,81.82,26,588.4,56563.0,16,5,3,24,66.67,7.0,85.71428571428571,100.0,85.71428571428571,71.42857142857143,16.666666666666664,3.43,0.0,17.95,3.03,42.94,31.43,23.84
SCH0114,Govt. Primary School Randhawa,Sangrur,Malerkotla,422,Primary,Hindi,36,83.32,1,1,2,2.78,2.78,5.56,16,9,69.84,56.25,26,532.6,43213.0,9,9,4,22,40.91,10.0,71.42857142857143,71.42857142857143,77.77777777777779,62.5,70.0,2.9,1.0,16.68,2.78,30.16,42.0,22.9
SCH0174,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi,43,83.46,4,3,3,9.3,6.98,6.98,15,14,68.91,93.33,18,389.1,48037.0,8,7,0,15,53.33,7.0,100.0,66.66666666666666,100.0,33.33333333333333,42.857142857142854,3.0,0.0,16.54,6.98,31.09,40.0,23.65
SCH0058,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English,22,78.19,1,1,0,4.55,4.55,0.0,5,3,68.37,60.0,18,602.6,42331.0,11,3,3,17,64.71,5.0,80.0,20.0,80.0,50.0,75.0,2.8,0.0,21.81,4.55,31.63,44.0,25.5
SCH0345,Govt. Elementary School Mangal,Ludhiana,Machhiwara,440,Higher Secondary,Hindi,30,79.85,0,0,0,0.0,0.0,0.0,12,7,61.66,58.33,19,461.0,40512.0,8,10,0,18,44.44,4.0,25.0,100.0,100.0,75.0,50.0,3.0,0.0,20.15,0.0,38.34,40.0,24.62
SCH0223,Govt. Senior Secondary School Mallick,Bathinda,Maur,47,Secondary,Punjabi,29,84.39,4,1,0,13.79,3.45,0.0,16,12,70.04,75.0,21,456.2,39405.0,7,9,3,19,36.84,7.0,100.0,85.71428571428571,85.71428571428571,71.42857142857143,50.0,3.57,1.0,15.61,3.45,29.96,28.57,19.4
SCH0018,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English,33,82.45,1,1,2,3.03,3.03,6.06,12,5,62.26,41.67,15,504.7,36657.0,6,3,4,13,46.15,7.0,57.14285714285714,83.33333333333334,85.71428571428571,14.285714285714285,57.14285714285714,2.86,0.0,17.55,3.03,37.74,42.86,25.3
SCH0321,Govt. Primary School Nayak,Jalandhar,Nakodar,104,Secondary,Punjabi,36,74.7,0,0,1,0.0,0.0,2.78,14,12,81.28,85.71,29,797.2,71691.0,8,9,9,26,30.77,11.0,75.0,80.0,77.77777777777779,22.22222222222222,30.0,2.36,1.0,25.3,0.0,18.72,52.73,24.19
SCH0256,Govt. Middle School Chaudhry,Jalandhar,Jalandhar-I,89,Upper Primary,English,36,81.84,3,2,3,8.33,5.56,8.33,19,14,71.39,73.68,19,483.7,46192.0,13,3,1,17,76.47,5.0,25.0,80.0,50.0,0.0,40.0,1.8,0.0,18.16,5.56,28.61,64.0,29.08
SCH0328,Govt. Senior Secondary School Sarraf,Sangrur,Sangrur,228,Secondary,Hindi,35,81.93,3,1,2,8.57,2.86,5.71,14,11,67.6,78.57,25,367.9,44419.0,14,6,2,22,63.64,3.0,33.33333333333333,100.0,100.0,33.33333333333333,0.0,2.67,0.0,18.07,2.86,32.4,46.67,25.0
SCH0592,Govt. Primary School Ray,Ludhiana,Unknown,56,Secondary,Punjabi,34,80.95,5,3,2,14.71,8.82,5.88,16,11,72.86,68.75,27,709.5,52865.0,10,9,5,24,41.67,6.0,50.0,80.0,80.0,83.33333333333334,40.0,2.83,0.0,19.05,8.82,27.14,43.33,24.59
SCH0191,Govt. Senior Secondary School Bera,Amritsar,Amritsar-Ii,195,Secondary,Hindi,36,80.86,3,1,1,8.33,2.78,2.78,10,6,70.87,60.0,18,320.0,33801.0,12,3,2,17,70.59,4.0,100.0,100.0,100.0,100.0,0.0,3.25,0.0,19.14,2.78,29.13,35.0,21.51
SCH0342,Govt. Senior Secondary School Kashyap,Sangrur,Sangrur,235,Upper Primary,Punjabi,27,82.76,4,3,2,14.81,11.11,7.41,10,9,64.18,90.0,29,584.9,63423.0,13,7,5,25,52.0,,,,,,,,,17.24,11.11,35.82,,21.39
SCH0544,Govt. Senior Secondary School Khalsa,Ferozepur,Zira,138,Upper Primary,Hindi,28,78.36,1,1,0,3.57,3.57,0.0,14,8,60.11,57.14,26,752.1,70655.0,9,10,5,24,37.5,5.0,100.0,100.0,66.66666666666666,25.0,60.0,3.0,0.0,21.64,3.57,39.89,40.0,26.27
SCH0292,Govt. Middle School Deo,Sangrur,Sunam,82,Upper Primary,English,35,79.24,4,3,0,11.43,8.57,0.0,16,12,75.45,75.0,13,355.0,36267.0,7,2,2,11,63.64,5.0,80.0,75.0,100.0,66.66666666666666,60.0,3.2,0.0,20.76,8.57,24.55,36.0,22.47
SCH0095,Govt. Primary School Kanda,Patiala,Nabha,199,Higher Secondary,Punjabi,32,82.34,6,3,1,18.75,9.38,3.12,22,17,69.26,77.27,18,423.5,47631.0,12,2,3,17,70.59,6.0,66.66666666666666,80.0,66.66666666666666,100.0,33.33333333333333,3.0,0.0,17.66,9.38,30.74,40.0,24.44
SCH0181,Govt. Primary School Lala,Ludhiana,Ludhiana-Ii,351,Higher Secondary,English,27,85.41,3,1,2,11.11,3.7,7.41,8,6,65.5,75.0,24,537.8,51208.0,9,7,6,22,40.91,6.0,75.0,100.0,80.0,80.0,0.0,2.83,0.0,14.59,3.7,34.5,43.33,24.03
SCH0396,Govt. Senior Secondary School Deshmukh,Moga,Moga-I,42,Upper Primary,Hindi,34,81.27,4,3,1,11.76,8.82,2.94,10,7,71.03,70.0,20,494.5,54255.0,11,3,4,18,61.11,5.0,80.0,40.0,100.0,40.0,100.0,3.2,1.0,18.73,8.82,28.97,36.0,23.13
SCH0355,Govt. Primary School Tripathi,Unknown,Jalandhar-Ii,413,Higher Secondary,English,33,85.26,4,3,3,12.12,9.09,9.09,16,13,68.5,81.25,22,495.3,52203.0,11,4,3,18,61.11,5.0,80.0,100.0,100.0,25.0,66.66666666666666,3.2,0.0,14.74,9.09,31.5,36.0,22.83
SCH0551,Govt. Middle School Tara,Moga,Unknown,110,Upper Primary,Punjabi,40,81.5,4,3,2,10.0,7.5,5.0,14,12,63.69,85.71,23,533.5,52657.0,16,5,0,21,76.19,3.0,66.66666666666666,50.0,100.0,0.0,0.0,2.0,0.0,18.5,7.5,36.31,60.0,30.58
SCH0335,Govt. Primary School Kota,Amritsar,Amritsar-Ii,94,Higher Secondary,Hindi,31,82.67,4,2,1,12.9,6.45,3.23,17,15,58.57,88.24,21,562.8,51757.0,10,8,2,20,50.0,3.0,66.66666666666666,100.0,100.0,33.33333333333333,66.66666666666666,3.67,1.0,17.33,6.45,41.43,26.67,22.97
SCH0006,Govt. Primary School Bahri,Moga,Moga-Ii,400,Upper Primary,Punjabi,28,79.15,1,1,0,3.57,3.57,0.0,15,10,62.77,66.67,23,720.8,56578.0,8,9,1,18,44.44,2.0,0.0,50.0,0.0,100.0,100.0,2.5,0.0,20.85,3.57,37.23,50.0,27.91
SCH0046,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English,28,84.45,4,3,2,14.29,10.71,7.14,11,5,81.08,45.45,10,209.1,25003.0,5,4,0,9,55.56,4.0,100.0,75.0,100.0,75.0,33.33333333333333,3.5,1.0,15.55,10.71,18.92,30.0,18.8
SCH0575,Govt. Middle School Nair,Ludhiana,Doraha,251,Secondary,Hindi,27,80.62,2,1,1,7.41,3.7,3.7,18,15,71.3,83.33,17,430.3,46654.0,11,3,2,16,68.75,2.0,100.0,100.0,100.0,0.0,,3.0,0.0,19.38,3.7,28.7,40.0,22.95
SCH0417,Govt. Elementary School Ahuja,Amritsar,Tarn Taran,378,Higher Secondary,Hindi,24,80.34,1,1,3,4.17,4.17,12.5,19,10,73.07,52.63,14,213.1,27340.0,5,4,3,12,41.67,9.0,55.55555555555556,88.88888888888889,88.88888888888889,44.44444444444444,55.55555555555556,3.33,0.0,19.66,4.17,26.93,33.33,21.02
SCH0526,Govt. Elementary School Raman,Ludhiana,Unknown,81,Upper Primary,Punjabi,33,81.07,2,2,1,6.06,6.06,3.03,11,8,60.53,72.73,14,235.7,19787.0,10,2,2,14,71.43,8.0,62.5,37.5,85.71428571428571,66.66666666666666,37.5,2.62,0.0,18.93,6.06,39.47,47.5,27.99
SCH0017,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi,31,81.27,3,1,0,9.68,3.23,0.0,16,13,67.81,81.25,19,377.7,50666.0,7,7,1,15,46.67,6.0,60.0,83.33333333333334,66.66666666666666,33.33333333333333,60.0,2.67,1.0,18.73,3.23,32.19,46.67,25.2
SCH0049,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi,39,79.6,4,1,1,10.26,2.56,2.56,15,11,65.84,73.33,16,348.1,36757.0,5,3,4,12,41.67,4.0,100.0,100.0,100.0,75.0,50.0,4.25,2.0,20.4,2.56,34.16,15.0,18.03
SCH0598,Govt. Primary School Warrior,Bathinda,Maur,40,Higher Secondary,Hindi,35,85.24,3,2,3,8.57,5.71,8.57,16,13,70.01,81.25,22,319.2,42643.0,6,8,6,20,30.0,4.0,100.0,100.0,33.33333333333333,75.0,50.0,3.25,0.0,14.76,5.71,29.99,35.0,21.37
SCH0564,Govt. Primary School Nair,Bathinda,Talwandi Sabo,358,Upper Primary,Hindi,26,82.52,4,3,0,15.38,11.54,0.0,11,10,68.11,90.91,18,404.6,42924.0,7,3,4,14,50.0,7.0,83.33333333333334,83.33333333333334,85.71428571428571,25.0,100.0,2.86,0.0,17.48,11.54,31.89,42.86,25.94
SCH0004,Govt. Elementary School Kaur,Bathinda,Unknown,150,Secondary,English,29,79.2,1,1,3,3.45,3.45,10.34,15,14,70.05,93.33,16,353.1,40543.0,7,6,2,15,46.67,5.0,60.0,80.0,100.0,80.0,20.0,3.4,0.0,20.8,3.45,29.95,32.0,21.55
SCH0556,Govt. Middle School Dar,Amritsar,Unknown,261,Higher Secondary,Hindi,36,79.02,5,3,1,13.89,8.33,2.78,8,5,66.04,62.5,17,346.2,27843.0,11,2,3,16,68.75,9.0,77.77777777777779,87.5,85.71428571428571,62.5,55.55555555555556,3.33,1.0,20.98,8.33,33.96,33.33,24.15
SCH0389,Govt. Primary School Borra,Ludhiana,Machhiwara,191,Higher Secondary,Hindi,23,78.42,1,1,1,4.35,4.35,4.35,12,8,61.99,66.67,18,268.1,34840.0,4,5,6,15,26.67,6.0,33.33333333333333,83.33333333333334,83.33333333333334,33.33333333333333,25.0,2.5,0.0,21.58,4.35,38.01,50.0,28.48
SCH0465,Govt. Senior Secondary School Banerjee,Patiala,Rajpura,158,Secondary,English,36,82.55,2,2,3,5.56,5.56,8.33,12,11,71.53,91.67,21,374.7,48902.0,6,6,4,16,37.5,5.0,75.0,100.0,100.0,80.0,25.0,3.0,1.0,17.45,5.56,28.47,40.0,22.87
SCH0395,Govt. Elementary School Bose,Sangrur,Sunam,201,Upper Primary,Hindi,38,83.75,3,2,2,7.89,5.26,5.26,15,12,71.33,80.0,14,310.4,31325.0,7,4,1,12,58.33,6.0,83.33333333333334,100.0,83.33333333333334,66.66666666666666,60.0,3.83,2.0,16.25,5.26,28.67,23.33,18.38
SCH0226,Govt. Primary School Upadhyay,Ludhiana,Doraha,374,Upper Primary,Hindi,32,79.58,2,1,3,6.25,3.12,9.38,17,15,65.18,88.24,33,607.1,63755.0,18,5,3,26,69.23,8.0,87.5,62.5,100.0,71.42857142857143,60.0,3.38,0.0,20.42,3.12,34.82,32.5,22.72
SCH0027,Govt. Primary School Lal,Sangrur,Sunam,137,Primary,Punjabi,40,82.22,4,4,3,10.0,10.0,7.5,16,12,59.24,75.0,25,786.5,72937.0,8,10,2,20,40.0,3.0,50.0,66.66666666666666,100.0,33.33333333333333,50.0,2.33,1.0,17.78,10.0,40.76,53.33,30.47
SCH0584,Govt. Senior Secondary School Sahota,Jalandhar,Phillaur,370,Primary,English,45,79.8,3,3,2,6.67,6.67,4.44,14,9,62.11,64.29,22,491.6,42453.0,7,9,3,19,36.84,3.0,100.0,100.0,100.0,33.33333333333333,66.66666666666666,3.33,0.0,20.2,6.67,37.89,33.33,24.52
SCH0264,Govt. Elementary School Ghosh,Ludhiana,Doraha,441,Higher Secondary,Hindi,33,78.55,3,3,2,9.09,9.09,6.06,13,11,67.1,84.62,19,397.9,34397.0,8,3,3,14,57.14,4.0,100.0,100.0,66.66666666666666,100.0,33.33333333333333,3.75,1.0,21.45,9.09,32.9,25.0,22.11
SCH0051,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi,31,88.73,2,2,4,6.45,6.45,12.9,9,9,70.03,100.0,18,637.6,43906.0,5,8,2,15,33.33,7.0,100.0,83.33333333333334,100.0,50.0,33.33333333333333,3.43,1.0,11.27,6.45,29.97,31.43,19.78
SCH0230,Govt. Senior Secondary School Badal,Patiala,Nabha,124,Higher Secondary,Punjabi,36,83.83,6,4,0,16.67,11.11,0.0,18,13,62.68,72.22,15,355.4,31510.0,4,4,5,13,30.77,9.0,100.0,62.5,88.88888888888889,71.42857142857143,66.66666666666666,3.44,2.0,16.17,11.11,37.32,31.11,23.93
SCH0038,Govt. Senior Secondary School Mandal,Ferozepur,Zira,61,Primary,Punjabi,37,83.16,6,4,2,16.22,10.81,5.41,14,10,67.82,71.43,26,659.1,51316.0,10,7,5,22,45.45,2.0,100.0,50.0,100.0,0.0,0.0,2.5,0.0,16.84,10.81,32.18,50.0,27.46
SCH0158,Govt. Middle School Tella,Moga,Nihal Singh Wala,138,Upper Primary,Punjabi,27,83.56,1,0,1,3.7,0.0,3.7,8,5,64.64,62.5,22,564.3,46974.0,11,7,2,20,55.0,1.0,100.0,100.0,100.0,0.0,,3.0,0.0,16.44,0.0,35.36,40.0,22.95
SCH0238,Govt. Primary School Amble,Patiala,Nabha,74,Primary,Punjabi,37,80.32,1,1,1,2.7,2.7,2.7,12,11,59.15,91.67,28,861.6,70316.0,10,10,6,26,38.46,7.0,71.42857142857143,71.42857142857143,100.0,50.0,0.0,2.57,0.0,19.68,2.7,40.85,48.57,27.95
SCH0593,Govt. Middle School Iyer,Jalandhar,Jalandhar-Ii,384,Upper Primary,Punjabi,42,80.92,4,3,1,9.52,7.14,2.38,19,14,63.59,73.68,23,664.3,57444.0,13,4,3,20,65.0,8.0,75.0,71.42857142857143,75.0,57.14285714285714,87.5,3.5,0.0,19.08,7.14,36.41,30.0,23.16
SCH0176,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi,31,79.32,3,1,0,9.68,3.23,0.0,16,12,66.22,75.0,16,501.2,33900.0,9,4,2,15,60.0,5.0,60.0,100.0,80.0,60.0,50.0,3.4,1.0,20.68,3.23,33.78,32.0,22.42
SCH0520,Govt. Primary School Banerjee,Sangrur,Malerkotla,44,Secondary,Hindi,32,82.76,3,2,3,9.38,6.25,9.38,13,9,62.12,69.23,29,693.2,77083.0,14,10,1,25,56.0,3.0,50.0,50.0,100.0,66.66666666666666,0.0,2.33,0.0,17.24,6.25,37.88,53.33,28.68
SCH0437,Govt. Senior Secondary School Loyal,Patiala,Rajpura,155,Secondary,Hindi,27,81.01,1,1,1,3.7,3.7,3.7,18,14,64.59,77.78,19,446.7,52999.0,8,6,4,18,44.44,1.0,0.0,,,0.0,0.0,0.0,0.0,18.99,3.7,35.41,100.0,39.53
SCH0195,Govt. Elementary School Dhillon,Sangrur,Malerkotla,368,Higher Secondary,Punjabi,32,83.27,3,3,3,9.38,9.38,9.38,15,8,62.68,53.33,23,524.3,72482.0,12,4,3,19,63.16,6.0,83.33333333333334,80.0,40.0,60.0,50.0,2.83,0.0,16.73,9.38,37.33,43.33,26.69
SCH0522,Govt. Primary School Lalla,Patiala,Samana,185,Secondary,English,29,80.95,2,1,1,6.9,3.45,3.45,12,8,74.32,66.67,15,412.6,55251.0,9,2,3,14,64.29,4.0,100.0,100.0,50.0,75.0,66.66666666666666,3.25,0.0,19.05,3.45,25.67,35.0,20.79
SCH0384,Govt. Senior Secondary School Parekh,Ferozepur,Ferozepur,439,Primary,Hindi,36,84.83,5,4,2,13.89,11.11,5.56,17,11,70.54,64.71,17,466.3,53223.0,7,6,2,15,46.67,4.0,100.0,100.0,100.0,50.0,75.0,4.0,1.0,15.17,11.11,29.46,20.0,18.94
SCH0597,Govt. Senior Secondary School Zacharia,Moga,Moga-Ii,354,Higher Secondary,Hindi,36,83.5,4,3,1,11.11,8.33,2.78,11,10,63.87,90.91,16,379.1,40888.0,8,6,1,15,53.33,1.0,100.0,,100.0,0.0,100.0,3.0,0.0,16.5,8.33,36.13,40.0,25.24
SCH0528,Govt. Senior Secondary School Sunder,Patiala,Patiala,141,Primary,English,37,82.53,3,2,0,8.11,5.41,0.0,12,8,70.72,66.67,21,427.7,46944.0,14,3,3,20,70.0,3.0,100.0,100.0,33.33333333333333,100.0,66.66666666666666,3.67,1.0,17.47,5.41,29.28,26.67,19.7
SCH0068,Govt. Primary School Mangat,Amritsar,Ajnala,390,Primary,Punjabi,31,83.38,6,5,0,19.35,16.13,0.0,8,7,58.23,87.5,20,378.5,48177.0,7,4,4,15,46.67,3.0,100.0,100.0,100.0,33.33333333333333,66.66666666666666,3.33,0.0,16.62,16.13,41.77,33.33,26.96
SCH0415,Govt. Elementary School Mandal,Ludhiana,Unknown,287,Primary,English,40,82.26,5,3,0,12.5,7.5,0.0,9,7,71.54,77.78,22,480.2,41575.0,14,5,1,20,70.0,1.0,,100.0,100.0,100.0,100.0,4.0,0.0,17.74,7.5,28.46,20.0,18.42
SCH0169,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi,33,83.5,5,1,1,15.15,3.03,3.03,14,11,67.45,78.57,19,472.5,43721.0,8,6,3,17,47.06,5.0,100.0,100.0,75.0,100.0,25.0,3.2,0.0,16.5,3.03,32.55,36.0,22.02
SCH0501,Govt. Primary School Devi,Ludhiana,Doraha,241,Upper Primary,Punjabi,34,83.41,3,2,1,8.82,5.88,2.94,18,12,61.89,66.67,16,383.3,29827.0,9,3,4,16,56.25,4.0,100.0,100.0,100.0,25.0,100.0,3.75,0.0,16.59,5.88,38.11,25.0,21.39
SCH0163,Govt. Primary School Ratta,Jalandhar,Nakodar,66,Secondary,Hindi,25,79.89,1,0,0,4.0,0.0,0.0,14,12,70.86,85.71,22,644.8,58994.0,9,8,3,20,45.0,4.0,66.66666666666666,33.33333333333333,66.66666666666666,75.0,50.0,2.5,0.0,20.11,0.0,29.14,50.0,24.81
SCH0310,Govt. Elementary School Nair,Sangrur,Malerkotla,409,Upper Primary,Punjabi,32,79.45,2,1,0,6.25,3.12,0.0,12,6,54.68,50.0,15,157.3,23519.0,8,2,1,11,72.73,5.0,75.0,100.0,75.0,25.0,60.0,2.8,0.0,20.55,3.12,45.32,44.0,28.25
SCH0194,Govt. Elementary School Suresh,Amritsar,Amritsar-I,368,Secondary,Punjabi,19,87.42,1,1,4,5.26,5.26,21.05,14,10,64.52,71.43,21,445.9,45623.0,6,6,5,17,35.29,6.0,60.0,100.0,75.0,75.0,16.666666666666664,2.5,0.0,12.58,5.26,35.48,50.0,25.83
SCH0153,Govt. Senior Secondary School Vohra,Amritsar,Amritsar-Ii,60,Higher Secondary,English,31,81.15,2,2,0,6.45,6.45,0.0,7,4,77.45,57.14,19,582.6,60137.0,10,7,1,18,55.56,3.0,66.66666666666666,66.66666666666666,100.0,50.0,66.66666666666666,3.0,0.0,18.85,6.45,22.55,40.0,21.96
SCH0351,Govt. Senior Secondary School Morar,Patiala,Patiala,309,Secondary,English,31,80.06,3,3,0,9.68,9.68,0.0,17,14,63.01,82.35,30,709.6,85713.0,19,6,1,26,73.08,5.0,60.0,100.0,100.0,100.0,50.0,3.6,0.0,19.94,9.68,36.99,28.0,23.65
SCH0361,Govt. Elementary School Bumb,Amritsar,Amritsar-I,213,Higher Secondary,Hindi,37,79.88,3,2,0,8.11,5.41,0.0,18,15,63.09,83.33,23,572.3,61244.0,5,9,3,17,29.41,3.0,66.66666666666666,100.0,66.66666666666666,33.33333333333333,100.0,3.67,0.0,20.12,5.41,36.91,26.67,22.28
SCH0227,Govt. Senior Secondary School Samra,Ferozepur,Makhu,393,Secondary,Hindi,34,83.82,3,3,2,8.82,8.82,5.88,13,10,72.83,76.92,19,565.8,52139.0,7,7,3,17,41.18,1.0,100.0,100.0,100.0,100.0,0.0,4.0,0.0,16.18,8.82,27.17,20.0,18.04
SCH0357,Govt. Middle School Bhatti,Moga,Nihal Singh Wala,45,Upper Primary,Punjabi,19,79.06,0,0,0,0.0,0.0,0.0,19,17,69.18,89.47,23,614.4,60176.0,9,6,4,19,47.37,3.0,100.0,66.66666666666666,66.66666666666666,100.0,33.33333333333333,3.67,0.0,20.94,0.0,30.82,26.67,19.61
SCH0104,Govt. Primary School Chacko,Amritsar,Amritsar-Ii,363,Secondary,Punjabi,36,78.86,2,2,0,5.56,5.56,0.0,16,13,58.52,81.25,20,431.9,31510.0,8,4,6,18,44.44,4.0,100.0,100.0,100.0,100.0,75.0,4.5,2.0,21.14,5.56,41.48,10.0,19.54
SCH0420,Govt. Elementary School Nair,Amritsar,Tarn Taran,267,Higher Secondary,Punjabi,28,82.29,2,0,1,7.14,0.0,3.57,15,11,69.13,73.33,19,470.3,46589.0,11,5,0,16,68.75,8.0,66.66666666666666,100.0,75.0,57.14285714285714,85.71428571428571,3.38,2.0,17.71,0.0,30.87,32.5,20.27
SCH0075,Govt. Middle School Mody,Ferozepur,Zira,196,Secondary,Hindi,36,80.55,2,1,1,5.56,2.78,2.78,8,8,68.29,100.0,16,239.3,39060.0,8,7,0,15,53.33,5.0,50.0,50.0,60.0,33.33333333333333,60.0,2.2,0.0,19.45,2.78,31.71,56.0,27.49
SCH0452,Govt. Senior Secondary School Jaggi,Patiala,Nabha,422,Secondary,English,32,79.8,1,0,1,3.12,0.0,3.12,12,10,71.48,83.33,24,627.3,66190.0,8,5,8,21,38.1,8.0,85.71428571428571,85.71428571428571,85.71428571428571,57.14285714285714,33.33333333333333,3.0,1.0,20.2,0.0,28.52,40.0,22.18
SCH0596,Govt. Middle School Tank,Amritsar,Tarn Taran,410,Secondary,Hindi,24,82.31,3,1,1,12.5,4.17,4.17,11,8,74.1,72.73,19,592.4,44809.0,12,5,1,18,66.67,6.0,50.0,83.33333333333334,100.0,75.0,40.0,2.83,1.0,17.69,4.17,25.9,43.33,22.77
SCH0120,Govt. Middle School Sharaf,Patiala,Rajpura,267,Secondary,English,36,83.23,2,1,2,5.56,2.78,5.56,13,12,66.45,92.31,18,367.0,38532.0,7,4,5,16,43.75,3.0,100.0,100.0,100.0,66.66666666666666,100.0,4.0,1.0,16.77,2.78,33.55,20.0,18.27
SCH0416,Govt. Middle School Batra,Moga,Moga-I,400,Upper Primary,Hindi,26,81.82,1,0,2,3.85,0.0,7.69,10,5,72.24,50.0,16,303.6,22562.0,7,4,4,15,46.67,9.0,83.33333333333334,87.5,66.66666666666666,62.5,75.0,3.0,0.0,18.18,0.0,27.76,40.0,21.48
SCH0439,Govt. Middle School Sankar,Ferozepur,Unknown,259,Secondary,Punjabi,35,86.83,5,2,2,14.29,5.71,5.71,15,8,74.68,53.33,18,497.2,57829.0,6,6,3,15,40.0,4.0,100.0,66.66666666666666,100.0,33.33333333333333,50.0,3.25,0.0,13.17,5.71,25.33,35.0,19.8
SCH0581,Govt. Elementary School Srivastava,Moga,Nihal Singh Wala,353,Primary,Punjabi,31,84.06,4,3,3,12.9,9.68,9.68,23,19,64.29,82.61,18,425.4,45861.0,7,5,4,16,43.75,3.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,3.33,0.0,15.94,9.68,35.71,33.33,23.66
